"","word","freq"
"171","name",1164
"1354","sure",1159
"444","hes",1155
"288","anyth",1149
"1386","differ",1147
"1570","kid",1141
"194","begin",1135
"86","let",1134
"1273","episod",1128
"834","shot",1125
"535","yet",1115
"224","probabl",1106
"218","mean",1104
"829","moment",1095
"280","sinc",1095
"302","far",1089
"654","rather",1086
"306","help",1079
"733","anyon",1076
"192","away",1072
"65","book",1071
"927","main",1059
"195","call",1055
"864","appear",1052
"708","lead",1047
"388","read",1040
"3","audienc",1036
"635","found",1029
"453","keep",1019
"614","worst",1016
"341","cours",1015
"781","run",1011
"307","hope",1010
"405","surpris",995
"1056","war",992
"297","entertain",987
"793","although",983
"677","job",980
"439","fun",975
"1237","poor",973
"701","goe",972
"394","someon",969
"256","idea",969
"537","american",967
"884","screen",966
"298","especi",966
"881","perfect",965
"273","problem",958
"290","bore",951
"950","sens",942
"89","move",933
"665","suppos",932
"390","second",920
"638","hous",913
"75","excel",906
"598","special",903
"555","everyon",902
"145","money",901
"509","care",898
"709","nice",897
"208","everyth",895
"325","wasnt",892
"234","version",892
"1255","true",891
"1213","certain",888
"1504","death",884
"719","sound",884
"465","murder",884
"2492","recommend",883
"457","leav",880
"1489","follow",879
"1496","worth",878
"217","mayb",874
"932","three",870
"2245","classic",867
"406","talk",866
"230","togeth",864
"255","human",863
"248","dvd",859
"214","hour",856
"114","wast",849
"140","left",848
"1131","understand",845
"861","write",845
"1418","miss",841
"1543","product",836
"801","john",835
"287","anim",835
"322","simpli",834
"883","said",833
"100","review",833
"1189","later",831
"1526","wife",830
"2354","fight",829
"523","night",825
"556","face",824
"902","boy",817
"215","instead",814
"1149","fall",813
"805","obvious",812
"675","entir",811
"36","open",809
"1417","mind",806
"527","rememb",804
"1739","view",803
"1643","chang",802
"1315","els",797
"634","father",794
"151","serious",793
"551","die",792
"334","black",787
"179","short",786
"1493","rate",780
"565","hand",777
"2016","mother",775
"369","less",772
"1238","portray",770
"533","usual",770
"231","total",769
"686","your",767
"289","attempt",767
"763","home",765
"573","hollywood",765
"703","involv",763
"851","includ",759
"1521","song",758
"899","wrong",753
"409","viewer",753
"766","lack",748
"364","head",746
"383","pictur",744
"112","truli",743
"981","piec",741
"1159","possibl",740
"441","given",739
"1301","releas",736
"791","absolut",733
"796","disappoint",730
"528","rest",724
"338","case",722
"664","stupid",721
"198","coupl",721
"336","bring",717
"754","except",716
"674","emot",714
"602","terribl",714
"1035","eye",710
"557","featur",710
"1523","titl",709
"752","either",706
"679","particular",704
"1246","sad",702
"426","decid",702
"744","definit",700
"108","talent",697
"915","women",696
"1450","word",695
"157","writer",695
"374","next",694
"189","actress",693
"1326","power",691
"331","amaz",691
"1061","along",684
"550","dead",682
"660","sort",678
"2454","produc",676
"2024","other",675
"595","save",673
"1052","sex",667
"2819","school",666
"125","clear",665
"646","meet",664
"1325","perhap",663
"984","sever",660
"3109","earli",657
"628","danc",657
"293","consid",652
"309","humor",650
"1600","age",645
"353","experi",640
"337","came",639
"267","often",636
"12","dialogu",635
"739","budget",634
"106","support",633
"1000","ask",631
"582","men",631
"222","near",631
"1532","creat",630
"1267","close",629
"888","video",627
"199","dark",627
"193","basic",627
"2223","present",624
"2309","full",623
"1939","brother",623
"333","base",623
"768","mention",621
"17","exampl",621
"368","joke",619
"726","top",618
"1029","couldnt",617
"164","half",617
"740","camera",615
"483","sequenc",615
"328","yes",615
"245","comment",614
"402","style",613
"1331","small",608
"2396","shes",606
"826","killer",606
"266","natur",606
"644","manag",605
"511","cinema",605
"745","develop",598
"446","impress",597
"2255","drama",596
"659","son",593
"56","unfortun",590
"2404","felt",588
"2193","written",588
"236","art",586
"209","favorit",583
"821","flick",581
"995","went",579
"1003","brilliant",578
"300","extrem",577
"908","imagin",576
"315","lost",572
"1350","qualiti",571
"2106","daughter",568
"1042","light",566
"435","forc",566
"1185","guess",565
"767","learn",565
"516","fail",562
"843","wait",557
"1530","children",556
"1792","touch",555
"1007","heart",551
"916","wors",549
"173","overal",549
"840","throughout",548
"1129","type",544
"4054","histori",542
"655","relationship",542
"1848","side",541
"999","alreadi",540
"308","horribl",540
"2093","number",538
"1317","fine",538
"2882","late",537
"520","hit",536
"162","deserv",536
"2308","evil",534
"1300","question",532
"347","despit",532
"969","hate",531
"1723","season",529
"1057","white",529
"508","car",528
"487","stand",527
"63","annoy",523
"48","stay",523
"2152","game",521
"877","low",521
"1168","strong",520
"934","voic",520
"571","hero",520
"418","citi",520
"3024","â–",519
"2939","mysteri",519
"1235","past",519
"274","realiz",519
"1313","cut",518
"1134","walk",518
"1049","return",517
"4084","king",515
"1232","matter",513
"23","general",512
"235","youll",511
"182","stop",509
"702","ill",502
"775","pleas",501
"611","wish",501
"207","event",494
"4937","child",493
"1444","sometim",493
"101","robert",492
"1316","figur",489
"1203","town",489
"809","twist",488
"525","polic",488
"1077","deal",487
"1813","chanc",486
"1516","paul",485
"1059","zombi",484
"1772","wont",483
"276","rent",483
"737","blood",481
"620","appar",481
"252","genr",481
"181","sit",481
"641","incred",480
"1169","success",478
"3156","score",476
"2157","ladi",476
"149","relat",475
"626","credit",474
"853","major",473
"205","dream",473
"3072","element",472
"1956","continu",472
"1305","theyr",470
"395","soon",469
"4064","today",467
"2696","vampir",466
"2660","gave",466
"1467","peter",466
"484","shoot",465
"238","behind",465
"158","abl",465
"536","add",463
"445","import",462
"126","decent",461
"397","speak",460
"425","david",459
"493","thank",458
"1705","husband",456
"871","happi",456
"3546","took",454
"1785","realiti",454
"755","filmmak",453
"1870","situat",451
"1580","theme",451
"774","pain",448
"2783","novel",447
"4094","richard",446
"129","edit",443
"401","stuff",441
"569","heard",440
"1726","strang",439
"1260","whose",439
"792","allow",438
"3901","bodi",432
"2242","charm",430
"1732","tale",430
"1241","predict",430
"694","buy",430
"244","comic",430
"1062","anyway",429
"250","exact",429
"1635","pick",427
"3264","hilari",426
"941","god",424
"468","offic",424
"30","level",424
"3631","recent",423
"2552","countri",423
"1356","wouldnt",423
"1118","slow",423
"3533","simpl",422
"2351","convinc",422
"1701","group",422
"2896","told",421
"2579","order",421
"4596","polit",418
"335","break",418
"1019","taken",417
"1847","room",416
"656","ridicul",415
"4500","jack",414
"1969","etc",412
"350","english",412
"4423","jame",411
"1695","femal",410
"5391","career",409
"1869","similar",409
"1687","deliv",409
"1653","result",409
"2360","note",408
"1807","ago",408
"1466","none",408
"251","fair",408
"4081","georg",405
"1269","critic",403
"8","cinematographi",403
"3615","michael",402
"2416","earth",402
"2222","offer",400
"827","known",400
"1578","somewhat",399
"1361","alon",397
"919","crap",397
"206","effort",397
"165","hell",397
"762","hold",396
"1405","itbr",393
"2284","provid",392
"1531","compar",392
"1649","pass",390
"4062","street",389
"724","team",389
"652","pull",388
"502","win",388
"172","oscar",388
"64","avoid",388
"1802","shown",387
"658","sing",387
"568","hear",387
"1837","local",386
"657","rock",386
"898","typic",385
"339","caus",385
"316","opinion",385
"2317","visual",383
"688","across",383
"4185","romant",382
"917","admit",382
"180","silli",382
"93","pace",382
"1893","explain",379
"994","unlik",379
"3305","william",378
"299","excit",377
"2045","sexual",376
"546","check",376
"253","honest",376
"1464","focus",375
"639","huge",374
"3591","form",373
"2574","modern",373
"320","sequel",373
"1748","remind",372
"1116","singl",372
"1863","class",371
"1598","toward",371
"661","state",371
"70","dialog",369
"2790","rare",367
"1001","attent",367
"990","theater",366
"940","fantast",366
"3159","appreci",365
"2182","stage",365
"939","due",365
"148","quick",365
"2314","period",364
"2933","british",363
"2048","sister",363
"2501","thriller",362
"1755","documentari",360
"860","violenc",360
"295","detail",360
"1552","valu",359
"1279","knew",359
"278","shock",359
"3664","bill",358
"2362","prove",358
"2150","frank",357
"3974","televis",356
"3746","scari",356
"2506","easili",356
"1365","arent",356
"340","cool",354
"3804","western",353
"2345","subject",353
"35","narrat",352
"1558","chase",351
"1128","train",351
"1719","posit",349
"82","intellig",349
"1699","gore",348
"975","most",348
"210","fill",348
"1585","adult",347
"1207","aspect",347
"666","suspens",346
"2274","marri",345
"1470","respect",345
"856","moviebr",344
"619","apart",344
"4079","four",343
"892","carri",342
"3606","imag",341
"3244","battl",341
"2143","escap",341
"1553","villain",341
"5306","parent",339
"1413","mark",339
"1456","crime",338
"3081","lose",337
"1222","filmbr",337
"5599","christma",336
"3139","red",336
"1394","fit",336
"419","cop",336
"3754","mari",335
"227","storylin",335
"1182","discov",334
"987","straight",334
"720","spoiler",334
"567","havent",334
"9968","disney",333
"2316","suggest",333
"904","confus",333
"695","contain",332
"3182","captur",331
"2079","york",331
"3499","lee",330
"2438","member",329
"2256","dramat",329
"2195","adapt",329
"1447","upon",329
"2591","spend",328
"1004","busi",328
"818","dog",328
"393","somehow",328
"269","pay",328
"3834","student",326
"2540","beyond",326
"2204","color",326
"1357","accept",326
"161","cheap",326
"3489","greatest",325
"2659","french",325
"1390","exist",325
"944","list",325
"4291","artist",323
"2318","atmospher",323
"625","cover",323
"988","suffer",322
"4220","remain",321
"500","whether",321
"4634","messag",320
"2840","date",320
"1198","secret",320
"844","weak",318
"777","previous",317
"367","japanes",317
"110","ten",317
"2409","among",316
"564","gun",316
"522","middl",316
"2809","five",314
"2510","reveal",314
"2405","larg",314
"1272","drive",314
"948","realist",314
"1391","express",313
"4484","famous",312
"1136","what",312
"1025","brought",312
"685","utter",312
"1221","fantasi",311
"574","kept",311
"342","cultur",311
"2610","materi",310
"22","futur",310
"6925","romanc",309
"2592","spirit",309
"731","within",309
"2886","odd",308
"1085","forget",308
"507","build",308
"2054","standard",307
"653","pure",307
"3431","soldier",305
"887","sudden",305
"735","award",305
"2020","notic",304
"1805","truth",304
"1533","doubt",304
"5152","mad",302
"232","troubl",301
"504","air",300
"1298","potenti",299
"2166","memor",298
"1662","bunch",298
"584","mix",297
"229","throw",297
"3736","attract",296
"1660","appeal",296
"1353","struggl",296
"865","background",296
"1740","warn",295
"773","normal",295
"304","ghost",295
"4535","screenplay",294
"1915","treat",294
"1500","cartoon",294
"558","fire",294
"503","wit",294
"1332","sorri",293
"1171","teenag",293
"2767","gone",291
"2773","inspir",290
"2052","space",290
"1452","becam",290
"359","finish",290
"16","eventu",290
"2367","victim",289
"1539","mess",289
"384","plan",289
"13","easi",289
"2415","depict",288
"2305","costum",288
"2023","older",287
"2372","box",286
"3632","remak",285
"1379","cri",285
"993","ultim",285
"53","third",285
"2272","magic",284
"1708","locat",283
"913","refer",283
"4293","doctor",282
"1881","averag",282
"998","agre",282
"631","dull",282
"357","fast",282
"5042","master",281
"3883","lover",281
"2800","whatev",279
"2249","describ",279
"2250","design",278
"1097","lie",278
"258","issu",278
"1888","copi",277
"647","monster",277
"3049","masterpiec",276
"2690","slight",275
"2753","difficult",273
"2165","match",273
"1497","accent",273
"1247","scare",273
"758","grow",273
"2903","weird",272
"951","shame",272
"909","lame",272
"2269","histor",271
"1373","choic",271
"905","constant",271
"1651","public",270
"1023","ben",270
"903","combin",270
"723","sweet",270
"3148","uniqu",269
"2237","ann",269
"1994","hot",269
"1438","scream",267
"3717","fear",266
"697","drug",266
"687","youv",265
"610","whos",265
"361","forward",265
"4093","popular",263
"2183","store",262
"1299","premis",262
"1009","inde",262
"3191","america",261
"2338","project",261
"1294","execut",261
"73","equal",261
"6130","superb",260
"3663","adventur",260
"2453","prison",260
"1582","tom",260
"928","plain",260
"144","meant",260
"10","crazi",260
"4289","moral",259
"2495","soundtrack",259
"1254","term",259
"1685","connect",258
"2902","wear",257
"2490","planet",257
"811","week",257
"600","suck",257
"2603","amus",256
"1490","harri",256
"925","jump",256
"1304","studio",255
"590","rich",255
"423","danger",255
"4342","answer",254
"1266","clichã©",254
"1234","okay",253
"3595","german",252
"5029","languag",251
"4287","cheesi",251
"1200","serv",251
"488","steal",251
"1012","player",250
"921","delight",250
"2795","scott",249
"543","bother",249
"202","desper",249
"20088","kelli",248
"1875","innoc",248
"1506","dumb",248
"247","deep",248
"5655","clever",246
"4412","stewart",246
"3705","unless",246
"268","otherwis",246
"5940","burn",245
"2887","parti",245
"2275","memori",245
"1742","wood",245
"1706","joe",245
"270","plus",245
"2465","various",243
"1913","surviv",243
"1021","wrote",243
"478","reach",242
"3480","earlier",241
"1083","fiction",241
"891","attack",241
"440","girlfriend",241
"14","era",240
"9332","davi",239
"3590","footag",239
"1897","insid",239
"1424","physic",239
"1197","roll",239
"850","free",239
"662","stick",238
"510","catch",238
"3743","listen",237
"2027","paint",237
"1854","tension",237
"855","mistak",237
"4875","neither",236
"3911","creepi",236
"2686","remark",236
"2605","cute",236
"4439","familiar",235
"5865","won",234
"4223","social",234
"2480","fli",234
"1764","outsid",234
"681","ruin",234
"498","water",234
"3083","plenti",233
"2751","concept",233
"1163","repeat",233
"147","promis",233
"5674","male",232
"5138","channel",232
"2890","ride",232
"1964","depth",232
"1140","amount",232
"1086","front",232
"956","abil",232
"414","bare",232
"4624","cold",231
"1711","nuditi",231
"1201","stereotyp",231
"3253","concern",230
"1831","italian",230
"1796","claim",230
"606","tone",230
"3720","green",229
"3364","immedi",229
"2378","complex",229
"2014","mere",229
"1734","track",229
"319","scifi",229
"168","land",229
"4005","gay",228
"2643","babi",228
"2260","engag",228
"1344","imposs",228
"1155","million",227
"480","respons",227
"4302","univers",226
"4045","centuri",226
"2364","rape",226
"7090","island",225
"6308","soul",225
"80","imdb",225
"6144","genuin",224
"4224","societi",224
"1352","spent",224
"923","flaw",224
"284","achiev",224
"5321","handl",223
"3340","fascin",222
"2699","wild",222
"1153","introduc",222
"3123","inform",221
"1652","rais",221
"3810","drop",220
"3472","common",220
"3314","desir",220
"2387","intens",220
"1914","tast",220
"415","beat",219
"5974","werent",217
"1253","step",217
"1248","share",217
"2866","arriv",216
"2557","faith",216
"2389","limit",215
"2621","intrigu",214
"1121","spot",214
"203","disturb",214
"7580","eddi",213
"2631","intent",213
"2352","crew",213
"601","teen",213
"429","detect",213
"7132","chemistri",212
"4767","band",212
"3779","dub",212
"3206","dress",212
"1568","jerri",212
"1494","receiv",212
"618","younger",212
"113","unbeliev",212
"59","violent",212
"2328","explor",211
"3616","minor",210
"2474","crimin",210
"2051","sleep",210
"1933","biggest",210
"817","control",210
"313","kick",210
"5552","travel",209
"3002","trash",209
"1968","embarrass",209
"1716","park",209
"1384","destroy",209
"1032","door",209
"6008","approach",208
"1803","stun",208
"1453","collect",208
"3180","alien",207
"2666","hair",207
"2304","bizarr",207
"1311","compani",207
"784","smith",207
"640","ignor",207
"216","liter",207
"3275","nation",206
"2838","cat",206
"2816","marriag",206
"1161","record",206
"240","besid",206
"3392","purpos",205
"3230","south",205
"1475","visit",205
"311","journey",205
"4267","hotel",204
"3815","hors",204
"3709","search",204
"2436","law",204
"5924","heaven",203
"4002","conclus",203
"2244","cinderella",203
"1458","dad",203
"1333","stone",203
"2987","addit",202
"2397","skill",202
"1014","sick",202
"596","sign",202
"489","suspect",202
"13237","jim",201
"1285","solid",201
"8405","arthur",200
"1757","fake",200
"846","caught",200
"1664","count",199
"5440","haunt",198
"2740","author",198
"2697","van",198
"11756","victoria",197
"8833","indian",197
"3071","draw",197
"1268","creativ",197
"88","manner",197
"5476","danni",196
"4247","grant",196
"3611","judg",196
"3033","mental",196
"579","longer",196
"318","pointless",196
"3861","humour",195
"2096","sinatra",195
"1823","flat",195
"1274","festiv",195
"272","practic",195
"143","maker",195
"4626","depress",194
"2074","wed",194
"1158","opportun",194
"8423","nomin",193
"5836","push",193
"2066","tradit",193
"1628","excus",193
"1209","bear",193
"836","smile",193
"696","drag",193
"51","terrif",193
"4181","regard",192
"1745","cost",192
"1219","extra",192
"2999","repres",191
"5812","hurt",190
"3966","passion",190
"3398","armi",190
"3233","tire",190
"2123","strike",190
"11479","luke",189
"5707","glad",189
"6295","outstand",188
"4530","ring",188
"3961","garbag",188
"3202","consist",188
"2848","hang",188
"770","militari",188
"6814","rob",187
"2998","redeem",187
"1777","genius",187
"3678","random",186
"2576","nobodi",186
"99","requir",186
"7939","affect",185
"2312","mood",185
"1150","former",185
"912","pathet",185
"682","silent",185
"7491","slasher",184
"5948","generat",184
"5544","queen",184
"5434","trip",184
"4707","race",184
"3170","occasion",184
"1997","hunt",184
"1144","conflict",184
"782","sceneri",184
"332","asid",184
"4817","aliv",183
"3241","assum",183
"2689","segment",183
"2458","scienc",183
"692","bought",183
"691","blue",183
"246","compel",183
"5802","awesom",182
"5697","comput",182
"4665","shine",182
"4100","sexi",182
"1143","commit",182
"1127","tough",182
"348","eat",182
"8196","jacki",181
"8074","keaton",181
"7651","scientist",181
"3775","chris",181
"3680","skip",181
"3459","angel",181
"1072","club",181
"2263","gem",180
"1857","west",180
"1347","motiv",180
"1135","wall",180
"2623","pari",179
"1068","brain",179
"385","pop",179
"50","technic",179
"30535","bourn",178
"4158","teacher",178
"4112","intend",178
"3798","reveng",178
"3100","bed",178
"2905","yeah",178
"2558","folk",178
"1204","affair",178
"972","laughabl",178
"780","rip",178
"553","don",178
"243","cinemat",178
"2801","adam",177
"642","initi",177
"3371","self",176
"1358","admir",176
"936","batman",176
"559","fresh",176
"220","nake",176
"3701","studi",175
"3197","brutal",175
"9771","charli",174
"3040","avail",174
"9085","castl",173
"5623","trailer",173
"4517","month",173
"3576","decad",173
"2965","everybodi",173
"1327","profession",173
"1098","loos",173
"2","absurd",173
"8611","key",172
"8057","bond",172
"3017","satisfi",172
"2953","obsess",172
"2595","subtl",172
"5245","shop",171
"3610","iron",171
"3471","cloth",171
"2798","spoil",171
"1871","somewher",171
"1478","camp",171
"1011","justic",171
"4857","likabl",170
"3638","slowli",170
"2494","send",170
"1486","youd",170
"531","summer",170
"479","report",170
"103","rule",170
"4414","abus",169
"2989","central",169
"2941","succeed",169
"1784","photographi",169
"1303","smart",169
"1002","boss",169
"5142","creatur",168
"3828","johnni",168
"3542","tear",168
"3363","hasnt",168
"1349","presenc",168
"5888","ship",167
"5607","hunter",167
"4627","fashion",167
"4483","epic",167
"3103","cameo",167
"2161","loud",167
"3183","display",166
"3007","boyfriend",166
"2781","negat",166
"1511","insult",166
"1286","surround",166
"1244","resembl",166
"355","exploit",166
"4722","drawn",165
"2527","occur",165
"1165","sell",165
"7772","jason",164
"6107","ground",164
"3753","lord",164
"2955","suit",164
"2033","quiet",164
"1565","gang",164
"1510","idiot",164
"1223","fulli",164
"1018","system",164
"417","charl",164
"2755","dollar",163
"10110","tragedi",162
"5252","thrill",162
"4701","lynch",162
"4659","london",162
"2444","opera",162
"1674","area",162
"1479","challeng",162
"447","investig",162
"3984","intern",161
"3770","grace",161
"3521","road",161
"2946","encount",161
"1488","climax",161
"632","evid",161
"5102","legend",160
"4409","jimmi",160
"1426","pleasur",160
"1339","blame",160
"1142","choos",160
"997","agent",160
"743","cross",160
"637","hole",160
"7552","mom",159
"4318","ray",159
"3080","logic",159
"2620","frame",159
"2463","station",159
"1454","colleg",159
"562","gorgeous",159
"352","european",159
"11946","dougla",158
"4816","ahead",158
"4020","decis",158
"3515","program",158
"2322","christoph",158
"1762","independ",158
"1592","blond",158
"1587","forev",158
"1069","brief",158
"4248","henri",157
"3842","martin",157
"3421","tortur",157
"1518","regular",157
"1105","phone",157
"965","fellow",157
"554","enter",157
"345","damn",157
"242","bland",157
"7238","oliv",156
"4055","individu",156
"3358","formula",156
"1876","nowher",156
"900","angl",156
"704","join",156
"109","tape",156
"9423","chick",155
"4995","seek",155
"4606","rise",155
"3561","arm",155
"2511","thrown",155
"1515","nasti",155
"1228","industri",155
"942","hire",155
"560","frustrat",155
"13633","santa",154
"9510","funniest",154
"4489","flashback",154
"4331","grade",154
"4306","improv",154
"4206","fortun",154
"5574","gag",153
"4438","establish",153
"3604","hitler",153
"2651","commerci",153
"2516","blow",153
"1564","favourit",153
"882","prefer",153
"438","freeman",153
"5296","joy",152
"4727","mediocr",152
"4259","reaction",152
"4111","hide",152
"3120","heavi",152
"2622","invis",152
"2207","edg",152
"1193","paid",152
"930","proper",152
"4265","grand",151
"4231","thus",151
"3829","post",151
"2565","highlight",151
"1389","essenti",151
"837","sport",151
"544","bottom",151
"6955","discuss",150
"1363","andi",150
"1335","wow",150
"879","motion",150
"8550","steve",149
"4142","born",149
"3312","content",149
"2648","celebr",149
"1162","refus",149
"545","captain",149
"454","kevin",149
"45","singer",149
"4309","sight",148
"3683","tie",148
"2546","childhood",148
"1377","convers",148
"530","sky",148
"8195","chan",147
"4952","machin",147
"4893","protagonist",147
"3220","mouth",147
"3204","cult",147
"2663","govern",147
"1930","ball",147
"44","shakespear",147
"5545","replac",146
"5198","correct",146
"3031","interview",146
"2388","lesson",146
"2213","jone",146
"472","progress",146
"7487","rush",145
"7243","uncl",145
"2379","convey",145
"6118","makeup",144
"4252","lincoln",144
"4028","theatr",144
"2921","bomb",144
"2859","sent",144
"1844","pleasant",144
"1644","current",144
"1482","price",144
"1100","nonsens",144
"71","disgust",144
"7859","fox",143
"6750","influenc",143
"6610","center",143
"5311","tragic",143
"3879","heroin",143
"2958","account",143
"2091","jean",143
"6257","six",142
"4487","field",142
"2442","object",142
"2154","ident",142
"2131","bar",142
"1850","somebodi",142
"1623","buddi",142
"1342","dread",142
"1020","trust",142
"6714","psycholog",141
"4490","forgotten",141
"3825","wind",141
"3799","roy",141
"1992","hey",141
"3915","nightmar",140
"2435","latter",140
"728","ugli",140
"463","morgan",140
"184","twice",140
"5617","murphi",139
"4264","ford",139
"3699","sentiment",139
"3469","church",139
"1172","thorough",139
"15040","lugosi",138
"8019","sean",138
"7690","seven",138
"3433","stuck",138
"3003","unusu",138
"1225","giant",138
"8185","round",137
"4410","mile",137
"4211","instanc",137
"3628","prepar",137
"2598","test",137
"1918","accur",137
"1559","clue",137
"1102","page",137
"153","symbol",137
"6093","tim",136
"3070","credibl",136
"1946","chines",136
"1751","timebr",136
"156","wooden",136
"6991","market",135
"4889","loss",135
"3235","vehicl",135
"680","porn",135
"343","curious",135
"3443","superior",134
"3059","fell",134
"2832","tend",134
"1743","zero",134
"1474","tune",134
"949","recogn",134
"94","photograph",134
"7247","billi",133
"6602","marvel",133
"5840","academi",133
"5505","demon",133
"4401","technolog",133
"3960","friendship",133
"3620","nazi",133
"3436","attitud",133
"3187","rain",133
"2408","thin",133
"2371","angri",133
"1856","vote",133
"1455","columbo",133
"1270","debut",133
"807","shouldnt",133
"7764","accord",132
"6632","insight",132
"6483","teach",132
"4984","devil",132
"3837","confront",132
"3742","hint",132
"1750","therefor",132
"496","unexpect",132
"29096","widmark",131
"9304","jeff",131
"5014","soap",131
"2837","branagh",131
"2455","reflect",131
"17774","christi",130
"7791","anymor",130
"6496","magnific",130
"5910","hidden",130
"5790","strength",130
"2782","notabl",130
"2440","moon",130
"2282","princ",130
"1636","remot",130
"6957","impact",129
"5475","comedian",129
"4000","vision",129
"3257","dancer",129
"2675","nick",129
"2262","fairi",129
"2134","brown",129
"2005","led",129
"1779","held",129
"6562","robot",128
"6368","trek",128
"6249","washington",128
"5480","fred",128
"3520","river",128
"3325","mask",128
"1928","awar",128
"1839","necessari",128
"1647","favor",128
"1328","readi",128
"1288","unknown",128
"4541","thousand",127
"4497","hundr",127
"3948","satir",127
"2785","onto",127
"534","weapon",127
"13937","anna",126
"5737","demand",126
"4102","vhs",126
"3793","martial",126
"3662","youth",126
"3186","noir",126
"2561","gift",126
"2365","trap",126
"1892","energi",126
"1619","roger",126
"1498","albert",126
"1433","rang",126
"310","irrit",126
"13610","karloff",125
"8824","virgin",125
"7201","nativ",125
"6643","wide",125
"5449","candi",125
"3193","appropri",125
"3015","process",125
"2355","hill",125
"1846","privat",125
"1715","pair",125
"1376","contrast",125
"1034","drink",125
"469","partner",125
"13182","ned",124
"1593","contribut",124
"839","target",124
"615","worthi",124
"7773","kate",123
"4640","daniel",123
"4249","honor",123
"4018","overlook",123
"3741","graphic",123
"3150","wave",123
"2564","higher",123
"2532","protect",123
"1974","fool",123
"1910","signific",123
"1754","crowd",123
"1323","observ",123
"1271","disast",123
"396","spanish",123
"349","endless",123
"7459","hospit",122
"7353","disappear",122
"4359","abandon",122
"3556","aid",122
"2336","ordinari",122
"1886","commentari",122
"1776","empti",122
"1329","root",122
"1202","theyv",122
"471","proceed",122
"330","afraid",122
"12009","walter",121
"3032","lock",121
"2826","here",121
"2646","blind",121
"2205","command",121
"2180","secur",121
"2078","worri",121
"2073","warm",121
"1642","ape",121
"875","jackson",121
"7008","japan",120
"5898","fault",120
"3617","model",120
"3319","fame",120
"2814","lake",120
"2133","boat",120
"1973","flesh",120
"1446","stretch",120
"684","trick",120
"324","translat",120
"9984","lesbian",119
"9237","toni",119
"8636","lion",119
"4570","court",119
"4237","accid",119
"3992","revolv",119
"3689","deepli",119
"3344","length",119
"3181","began",119
"2377","comparison",119
"1404","interpret",119
"1206","anybodi",119
"1132","unit",119
"4021","wise",118
"2978","frighten",118
"1402","interact",118
"1284","opposit",118
"1281","met",118
"971","knock",118
"812","whatsoev",118
"676","fate",118
"420","corrupt",118
"5660","chill",117
"3074","factor",117
"2855","piti",117
"2630","dozen",117
"2411","capabl",117
"1919","activ",117
"1371","breath",117
"1314","drunk",117
