"","word","freq"
"3647","stg",257
"1727","capac",257
"1187","measur",257
"1177","fail",257
"1909","got",256
"1338","led",256
"602","transact",256
"193","investig",256
"1736","eight",255
"580","reserv",254
"6777","gms",253
"4469","publish",253
"6114","engin",252
"2566","jump",252
"1568","schedul",252
"15955","cocoa",251
"827","claim",251
"440","best",251
"3508","arm",250
"1494","select",250
"1345","play",250
"841","found",250
"300","seven",250
"26","critic",250
"8223","russian",249
"4789","yuan",249
"2599","budget",249
"1696","cooper",249
"7140","barrick",248
"3441","energi",248
"2125","caus",248
"177","effort",248
"3966","asian",247
"3785","brand",247
"2510","defenc",247
"3804","resourc",246
"1052","ibm",246
"190","generat",246
"495","cover",245
"94","predict",245
"1179","health",244
"389","organis",244
"4633","diplomat",243
"3916","pacif",243
"691","rather",243
"636","currenc",243
"32","design",243
"319","channel",242
"2416","east",241
"1299","replac",241
"3081","reason",239
"682","option",239
"595","suggest",239
"2088","fire",238
"671","legisl",238
"5551","territori",237
"2465","saw",237
"1298","quick",237
"1167","consult",237
"2265","campaign",236
"1081","weak",236
"705","soon",236
"613","almost",236
"7580","output",235
"3688","labour",235
"3583","satellit",235
"1779","amount",235
"886","behind",235
"151","block",235
"3419","heavi",234
"3288","leav",234
"237","refer",233
"1403","review",232
"1283","manufactur",232
"1037","difficult",232
"877","user",232
"662","immedi",232
"4314","acquir",231
"1809","prospect",231
"1571","tie",231
"903","enough",231
"583","role",231
"19027","conrail",230
"1796","indic",230
"1412","toward",230
"779","oversea",230
"6761","chrysler",229
"1314","window",228
"4631","coloni",227
"2346","pragu",227
"1539","fcc",227
"1470","compet",227
"1049","hard",227
"783","player",227
"971","affect",226
"912","free",226
"3598","wireless",225
"2497","volum",225
"1059","machin",225
"264","today",225
"3556","broadcast",224
"2974","quot",224
"1198","reflect",224
"685","polic",224
"7323","thomson",223
"1915","bodi",223
"1010","overal",223
"591","social",223
"3816","confirm",222
"1162","across",222
"274","along",222
"346","everi",220
"187","fear",220
"39","equip",220
"1753","present",219
"452","david",219
"4386","water",218
"2221","balanc",218
"1229","quit",218
"1172","done",218
"1016","serv",218
"968","worldwid",218
"620","began",218
"6364","auto",217
"3078","pension",217
"2615","inflat",217
"1525","bell",217
"342","employe",217
"89","paid",217
"2048","legislatur",215
"461","act",215
"4126","stage",214
"818","april",214
"670","lawyer",214
"302","studi",214
"248","risk",213
"145","applic",213
"2867","short",212
"1893","model",212
"1193","prepar",212
"4224","damag",211
"4122","sentenc",211
"287","great",211
"3445","gas",210
"1109","emerg",210
"510","express",210
"409","seem",210
"3162","prime",209
"142","aircraft",208
"4335","explor",207
"2523","round",207
"1834","domin",207
"491","congress",207
"3128","candid",206
"572","protest",205
"312","away",205
"3200","longterm",204
"2480","strateg",204
"884","bad",204
"347","expans",204
"207","maintain",204
"44","forward",204
"429","unlik",203
"421","togeth",203
"1287","militari",202
"1065","program",202
"5114","tibet",200
"4427","chemic",200
"1458","that",200
"1418","whole",200
"95","promis",200
"2379","team",199
"418","though",199
"41","februari",199
"1262","expert",198
"812","whose",198
"701","senat",198
"336","disput",198
"3146","klaus",197
"2980","slow",197
"2471","slight",197
"2377","surpris",197
"1027","approach",197
"1549","longdist",196
"804","tradit",196
"31","deposit",196
"3112","pretax",195
"1785","consolid",195
"1521","separ",195
"345","especi",195
"7010","rout",194
"3573","murdoch",194
"3207","seat",194
"1228","progress",194
"1735","doubl",193
"977","challeng",193
"3169","situat",192
"1799","left",192
"920","intel",192
"665","introduc",192
"2226","democraci",191
"1376","enter",191
"1234","secretari",191
"1095","battl",191
"281","council",191
"1270","happen",190
"702","shop",190
"503","demonstr",190
"4223","crop",189
"3317","sport",189
"2238","promot",189
"1495","similar",189
"132","web",189
"96","protect",189
"4300","passeng",188
"1094","basi",188
"1541","fee",187
"774","lose",187
"430","unveil",187
"249","robert",187
"4441","space",186
"1855","delay",186
"1716","stop",186
"1432","establish",186
"760","drive",186
"531","individu",186
"4808","jiang",185
"2612","hotel",185
"1715","smaller",185
"1110","employ",185
"259","sun",185
"9703","handov",184
"1955","won",184
"1802","merg",184
"1636","daili",184
"59","instead",184
"5141","arriv",183
"4368","royal",183
"3618","distribut",183
"1660","opposit",183
"1355","subsidiari",183
"753","competitor",183
"514","favour",183
"8482","pcs",182
"4655","provinc",182
"2818","saturday",182
"1911","achiev",182
"1758","rest",182
"1074","serious",182
"2912","deficit",181
"513","fair",181
"10786","colombia",180
"6101","airport",180
"5862","grain",180
"3399","payment",180
"1295","press",180
"241","reject",180
"19","chip",180
"2995","bought",179
"964","transit",179
"628","chicago",179
"6193","facil",178
"4291","eurotunnel",178
"3871","land",178
"2213","stay",178
"1107","disappoint",178
"889","break",178
"295","michael",178
"17242","adm",177
"2381","test",177
"2286","game",177
"292","lack",177
"2861","gave",176
"2187","advanc",176
"1519","regulatori",176
"4200","depend",175
"2158","someth",175
"863","poll",175
"475","basic",175
"1640","effici",174
"3089","strength",173
"3080","poor",173
"1587","theyr",173
"1575","deputi",173
"55","identifi",173
"3894","light",172
"2064","tough",172
"1888","germani",172
"708","struggl",172
"744","bond",171
"1342","materi",170
"6871","coast",169
"4869","prison",169
"2189","dan",169
"1595","commit",169
"1402","restrict",169
"92","popular",169
"2915","economist",168
"2228","door",168
"1818","weve",168
"1751","parent",168
"1365","brokerag",168
"4380","tobacco",167
"3218","contribut",167
"3138","declar",167
"2041","guarante",167
"1573","wait",167
"432","version",167
"2321","martin",166
"1601","factor",166
"993","feel",166
"987","encourag",166
"1729","coalit",165
"1148","singl",165
"7172","indonesian",164
"4445","west",164
"1243","advertis",164
"891","card",164
"561","origin",164
"6222","poultri",163
"4079","indonesia",163
"159","commerc",163
"5093","assembl",162
"4796","deng",162
"1876","univers",162
"1103","common",162
"348","fact",162
"7003","licenc",161
"1717","summer",161
"1221","fix",161
"735","accus",161
"3778","premium",160
"3088","stand",160
"2431","holiday",160
"2094","island",160
"1489","panel",160
"1258","document",160
"6127","plane",159
"2487","trend",159
"1813","structur",159
"4112","jail",158
"3134","conserv",158
"2834","jet",158
"1894","netscap",158
"873","survey",158
"1960","centuri",157
"1635","chanc",157
"975","bit",157
"3443","flat",156
"1390","lift",156
"4675","activist",155
"1230","recov",155
"1034","date",155
"412","societi",155
"310","attempt",155
"7631","pact",154
"5754","sydney",154
"2941","size",154
"2641","suffer",154
"2241","supplier",154
"1961","chain",154
"1767","surg",154
"141","aid",154
"1373","decad",153
"1370","cite",153
"204","live",153
"124","track",153
"30","deliv",153
"3258","beer",152
"2584","seri",152
"1559","prefer",152
"772","justic",152
"467","argu",152
"9911","busang",151
"1897","peter",151
"1076","spokeswoman",151
"15390","patten",150
"4074","enterpris",150
"3497","rapid",150
"2797","german",150
"2757","retir",150
"1958","agricultur",150
"958","steel",150
"2971","parliament",149
"19030","csx",148
"5062","flight",148
"1417","welcom",148
"1214","construct",148
"781","pass",148
"2899","rumour",147
"2742","fight",147
"1927","integr",147
"1282","man",147
"892","civil",147
"263","threat",147
"4292","freight",146
"3703","packag",146
"2836","anyth",146
"1317","advantag",146
"1131","matter",146
"1078","substanti",146
"7485","coffe",145
"3266","core",145
"2924","repeat",145
"1585","specif",145
"946","recoveri",145
"936","oppos",145
"6266","dougla",144
"1805","movement",144
"1327","estat",144
"994","goal",144
"872","subscrib",144
"1873","stronger",143
"957","staff",143
"555","never",143
"492","contain",143
"222","paper",143
"17058","provision",142
"9930","placer",142
"2288","ground",142
"762","file",142
"544","longer",142
"4052","son",141
"1153","suit",141
"1039","doubt",141
"6429","mcdonnel",140
"5302","shenzhen",140
"4088","singapor",140
"3565","evid",140
"1460","urg",140
"1115","expens",140
"140","address",140
"5796","flow",139
"139","add",139
"2586","status",138
"1929","lawsuit",138
"1738","fuel",138
"1434","except",138
"1127","judg",138
"1029","brown",138
"480","built",138
"6102","leas",137
"2037","ever",137
"1765","split",137
"761","ensur",137
"5448","station",136
"3076","outlook",136
"686","pretti",136
"457","recommend",136
"5184","xinhua",135
"3790","discount",135
"2997","consortium",135
"1164","care",135
"1023","worri",135
"40","exampl",135
"3507","alleg",134
"1551","natur",134
"1536","either",134
"1439","handl",134
"780","particip",134
"198","kind",134
"4271","wage",133
"2490","turnov",133
"476","book",133
"316","cant",133
"5331","ivori",132
"3215","weekend",132
"2357","republ",132
"1770","threaten",132
"1319","age",132
"1009","old",132
"906","featur",132
"4795","death",131
"3679","georg",131
"1851","attack",131
"1413","trust",131
"4627","armi",130
"3585","soar",130
"511","extend",130
"68","let",130
"6348","nasdaq",129
"4870","prodemocraci",129
"3985","upgrad",129
"2053","night",129
"1106","deni",129
"1089","aggress",129
"1062","met",129
"1021","transfer",129
"893","clinton",129
"695","richard",129
"419","thought",129
"10194","midland",128
"5940","port",128
"3733","lloyd",128
"3661","brought",128
"3235","shift",128
"1542","formal",128
"1252","connect",128
"861","plus",128
"202","letter",128
"15","bureau",128
"19034","norfolk",127
"5839","miner",127
"2323","match",127
"790","request",127
"548","medic",127
"306","appoint",127
"183","eventu",127
"4594","radio",126
"3677","fleme",126
"1883","determin",126
"1615","provis",126
"1488","monopoli",126
"1366","brother",126
"1329","field",126
"8651","aol",125
"3613","affair",125
"1654","leadership",125
"1454","respect",125
"472","auction",125
"15989","libert",124
"10363","farmer",124
"1235","sent",124
"590","socal",124
"4895","chen",123
"3602","multimedia",123
"2342","pick",123
"881","abroad",123
"466","appli",123
"83","noth",123
"1896","pari",122
"1502","usual",122
"1428","describ",122
"767","hear",122
"16011","lagarder",121
"4142","club",121
"3001","gross",121
"1878","alway",121
"1393","morgan",121
"1304","speech",121
"921","intend",121
"634","corn",121
"10726","moscow",120
"4357","pearson",120
"3557","bskyb",120
"2916","gmt",120
"2766","troubl",120
"1604","licens",120
"1296","prevent",120
"3302","refus",119
"2500","went",119
"2359","road",119
"1820","yearold",119
"1334","governor",119
"1093","banker",119
"11025","sugar",118
"6526","hot",118
"3768","san",118
"2558","event",118
"1763","smith",118
"1351","speak",118
"984","draft",118
"766","greater",118
"751","client",118
"487","commod",118
"301","student",118
"252","send",118
"8589","sprint",117
"4226","devic",117
"1443","lend",117
"895","compon",117
"315","california",117
"163","convert",117
"4256","christma",116
"3825","partnership",116
"3010","mobil",116
"2959","fundament",116
"2799","morn",116
"2481","strengthen",116
"2006","regard",116
"832","content",116
"756","defend",116
"734","young",116
"619","becam",116
"8241","florida",115
"6494","mich",115
"5061","factori",115
"4307","tunnel",115
"4150","headquart",115
"3562","chris",115
"1204","train",115
"996","impos",115
"443","debat",115
"131","watch",115
"5382","lama",114
"4777","stateown",114
"3342","havel",114
"3212","uncertainti",114
"3192","afternoon",114
"2095","jame",114
"1692","write",114
"973","avoid",114
"947","remov",114
"218","often",114
"5545","kill",113
"4892","blame",113
"4504","yield",113
"2456","prompt",113
"1783","conglomer",113
"1603","infrastructur",113
"1026","advis",113
"831","compuserv",113
"415","technic",113
"5374","dalai",112
"4681","cabinet",112
"3572","mercuri",112
"2414","dealer",112
"2138","failur",112
"2087","deadlin",112
"1576","distanc",112
"1104","communiti",112
"1053","implement",112
"880","abil",112
"5998","concert",111
"4191","normal",111
"2562","histori",111
"1899","ralli",111
"1807","ownership",111
"1791","fulli",111
"792","sharp",111
"624","brief",111
"265","travel",111
"262","tell",111
"67","leagu",111
"4403","bidder",110
"4053","spent",110
"2398","bare",110
"1853","coupl",110
"1706","larger",110
"1609","necessari",110
"1588","understand",110
"732","william",110
"609","actual",110
"410","settlement",110
"6419","aerospac",109
"4000","children",109
"3622","extra",109
"3309","search",109
"2780","hurt",109
"1743","lee",109
"446","resolv",109
"340","eas",109
"8423","semiconductor",108
"769","instrument",108
"661","idea",108
"9873","diseas",107
"6384","detroit",107
"4499","tight",107
"3202","meanwhil",107
"3094","anticip",107
"2208","proceed",107
"926","liberalis",107
"601","thousand",107
"4998","shipment",106
"3795","interim",106
"3595","video",106
"2468","session",106
"2240","signal",106
"1326","entir",106
"1237","sure",106
"180","enabl",106
"105","scheme",106
"4568","fli",105
"4360","pipelin",105
"2921","mid",105
"2551","cours",105
"2230","freedom",105
"1186","magazin",105
"900","elimin",105
"709","subject",105
"14295","aluminium",104
"6756","automot",104
"5214","mainland",104
"4086","presenc",104
"3729","exclud",104
"3475","virtual",104
"1702","fast",104
"1014","practic",104
"714","trillion",104
"5995","airway",103
"4730","tokyo",103
"4348","imperi",103
"2719","rough",103
"2149","nuclear",103
"2143","influenc",103
"2127","collaps",103
"1972","mix",103
"741","attend",103
"257","spread",103
"11579","abbey",102
"5772","owner",102
"4525","cancel",102
"2876","climb",102
"2604","daewoo",102
"784","prove",102
"270","weather",102
"185","experi",102
"2887","king",101
"1971","minor",101
"607","word",101
"20","collect",101
"4273","arrang",100
"3566","float",100
"3166","resign",100
"3130","choic",100
"2635","slip",100
"2491","unchang",100
"2147","liquid",100
"1712","safeti",100
"641","deriv",100
"582","respond",100
"441","consider",100
"375","most",100
"283","dramat",100
"64","kept",100
"2698","dispos",99
"1176","environ",99
"497","crimin",99
"299","school",99
"20433","scotam",98
"8467","compaq",98
"7510","midnight",98
"6500","allen",98
"1838","front",98
"902","encrypt",98
"758","doesnt",98
"14033","monsanto",97
"9665","casino",97
"5245","cancer",97
"4316","alli",97
"3875","relationship",97
"3856","sens",97
"2697","davi",97
"2629","ratio",97
"2395","attent",97
"2201","obvious",97
"1917","christoph",97
"1819","wont",97
"1457","sort",97
"1232","revis",97
"400","pull",97
"5439","crackdown",96
"3177","vaclav",96
"2397","banka",96
"2284","fit",96
"1011","pace",96
"835","educ",96
"768","heavili",96
"385","object",96
"4025","keen",95
"3960","negat",95
"3952","fine",95
"2449","peak",95
"2098","opinion",95
"2010","roll",95
"1771","traffic",95
"1703","hundr",95
"1201","speed",95
"1196","pursu",95
"1097","beyond",95
"806","type",95
"793","sharpli",95
"625","broad",95
"11493","sainsburi",94
"3946","contact",94
"3873","portfolio",94
"2690","africa",94
"2174","grew",94
"1919","complex",94
"1782","concentr",94
"1223","meant",94
"328","controversi",94
"205","mail",94
"6841","ontario",93
"6279","thirdquart",93
"5215","peac",93
"5081","sinous",93
"3878","rental",93
"2845","highest",93
"2347","premier",93
"646","everyth",93
"326","consensus",93
"2623","oct",92
"2485","throughout",92
"2478","steadi",92
"1975","readi",92
"1538","excess",92
"1261","entri",92
"471","attorney",92
"10055","highland",91
"7171","dominion",91
"7064","molson",91
"5897","deregul",91
"3676","fallen",91
"2835","squar",91
"2329","moment",91
"1293","pictur",91
"25","crime",91
"5333","liu",90
"4408","hostil",90
"4251","bargain",90
"3232","refin",90
"2569","massiv",90
"2473","spark",90
"1718","suspend",90
"1713","settl",90
"1630","amid",90
"1140","paul",90
"860","percentag",90
"11082","soybean",89
"6260","newsdesk",89
"5625","insist",89
"5362","surplus",89
"5258","treatment",89
"3726","compens",89
"3634","retain",89
"3576","offset",89
"3515","dismiss",89
"1562","reduct",89
"1072","scale",89
"1035","definit",89
"317","categori",89
"5782","warner",88
"4837","zemin",88
"2666","enjoy",88
"7618","dome",87
"5863","harvest",87
"5363","yearago",87
"4439","pickup",87
"2778","dutch",87
"2249","alon",87
"1113","exceed",87
"887","boom",87
"719","unless",87
"581","resid",87
"477","border",87
"16327","policyhold",86
"9664","bean",86
"7999","cigarett",86
"4244","room",86
"3971","hire",86
"3881","shortterm",86
"3625","flotat",86
"2808","crucial",86
"1397","pleas",86
"1086","adopt",86
"1060","mass",86
"754","consist",86
"667","item",86
"649","extrem",86
"4924","tariff",85
"4872","subvers",85
"3882","succeed",85
"2843","halt",85
"2459","resum",85
"2055","pledg",85
"1944","stabil",85
"1450","race",85
"1188","movi",85
"8574","cellular",84
"6269","fleet",84
"5401","tibetan",84
"4253","brewer",84
"4091","thailand",84
"3980","outstand",84
"2889","maximum",84
"2185","walter",84
"1523","altern",84
"349","finish",84
"170","deliveri",84
"12852","colombian",83
"5907","abnorm",83
"4264","pub",83
"4242","red",83
"4169","restaur",83
"3956","jardin",83
"3539","probe",83
"2609","fresh",83
"2535","penalti",83
"2239","secret",83
"2133","edg",83
"1840","middl",83
"1057","liber",83
"740","assist",83
"5244","black",82
"4505","buyback",82
"4301","rail",82
"4034","mother",82
"3610","stephen",82
"3514","deutsch",82
"3097","bottom",82
"1739","idl",82
"1528","complain",82
"941","permit",82
"181","enhanc",82
"6148","tender",81
"4863","minimum",81
"4794","corrupt",81
"3802","rebel",81
"3754","cultur",81
"2981","stress",81
"2827","award",81
"1679","constitut",81
"1486","mcdonald",81
"1160","victori",81
"1019","task",81
"742","bigger",81
"460","white",81
"111","shut",81
"9929","petroleum",80
"9823","ounc",80
"7634","yokich",80
"3986","admit",80
"3631","method",80
"3616","convers",80
"3408","correct",80
"3125","appar",80
"3098","cycl",80
"3056","assur",80
"2928","wave",80
"2610","gap",80
"850","intens",80
"279","conduct",80
"114","sound",80
"45","franchis",80
"8268","smoke",79
"4878","wei",79
"4059","touch",79
"3867","demerg",79
"3849","politician",79
"2853","star",79
"2734","beat",79
"2534","minut",79
"2530","die",79
"2072","gather",79
"1829","choos",79
"1682","equal",79
"798","sought",79
"515","feed",79
"507","england",79
"8828","macintosh",78
"8560","nickel",78
"5152","illeg",78
"2561","histor",78
"2186","winner",78
"2110","town",78
"704","solut",78
"239","regular",78
"13274","rain",77
"7184","hirsch",77
"6577","scott",77
"6042","transform",77
"5803","latin",77
"5407","crude",77
"4778","stori",77
"4727","sovereignti",77
"4230","eye",77
"3915","lord",77
"3732","grant",77
"2553","didnt",77
"2434","ing",77
"1974","rank",77
"1923","entertain",77
"1503","via",77
"226","pilot",77
"9824","smelter",76
"5415","textil",76
"4647","missil",76
"4556","class",76
"4048","scottish",76
"3696","natwest",76
"3485","extens",76
"2950","capitalis",76
"2556","easier",76
"2269","chosen",76
"1849","weight",76
"1606","locat",76
"1462","widespread",76
